,date,tank,speaker,treatment,settled,cup_position,spl,low_freq,mid_freq,high_freq,aci,adi,aei,larvae_cup
50.2,4-Mar,5,4,off reef,1,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
50.3,4-Mar,5,4,off reef,1,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
50.4,4-Mar,5,4,off reef,1,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
50.5,4-Mar,5,4,off reef,1,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
50.6,4-Mar,5,4,off reef,1,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
51,5-Mar,1,2,vessel,1,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.1,5-Mar,1,2,vessel,1,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52,5-Mar,1,2,vessel,1,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.1,5-Mar,1,2,vessel,1,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.2,5-Mar,1,2,vessel,1,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.3,5-Mar,1,2,vessel,1,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53,5-Mar,1,2,vessel,1,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.1,5-Mar,1,2,vessel,1,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.2,5-Mar,1,2,vessel,1,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54,5-Mar,1,2,vessel,1,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.1,5-Mar,1,2,vessel,1,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.2,5-Mar,1,2,vessel,1,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.3,5-Mar,1,2,vessel,1,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.4,5-Mar,1,2,vessel,1,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55,5-Mar,1,2,vessel,1,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.1,5-Mar,1,2,vessel,1,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
56,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.1,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.2,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.3,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.4,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.5,5-Mar,3,3,reef + vessel,1,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.1,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.2,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.3,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.4,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.5,5-Mar,3,3,reef + vessel,1,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.1,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.2,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.3,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.4,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.5,5-Mar,3,3,reef + vessel,1,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59,5-Mar,3,3,reef + vessel,1,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.1,5-Mar,3,3,reef + vessel,1,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60,5-Mar,3,3,reef + vessel,1,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
61,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.1,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.2,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.3,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.4,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.5,5-Mar,5,4,reef,1,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62,5-Mar,5,4,reef,1,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.1,5-Mar,5,4,reef,1,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.2,5-Mar,5,4,reef,1,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.3,5-Mar,5,4,reef,1,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.4,5-Mar,5,4,reef,1,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.1,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.2,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.3,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.4,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.5,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.6,5-Mar,5,4,reef,1,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.1,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.2,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.3,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.4,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.5,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.6,5-Mar,5,4,reef,1,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.1,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.2,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.3,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.4,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.5,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.6,5-Mar,5,4,reef,1,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
66,5-Mar,4,1,no sound,1,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.1,5-Mar,4,1,no sound,1,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.2,5-Mar,4,1,no sound,1,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.3,5-Mar,4,1,no sound,1,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67,5-Mar,4,1,no sound,1,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.1,5-Mar,4,1,no sound,1,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.2,5-Mar,4,1,no sound,1,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.3,5-Mar,4,1,no sound,1,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68,5-Mar,4,1,no sound,1,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.1,5-Mar,4,1,no sound,1,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69,5-Mar,4,1,no sound,1,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.1,5-Mar,4,1,no sound,1,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.2,5-Mar,4,1,no sound,1,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70,5-Mar,4,1,no sound,1,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.1,5-Mar,4,1,no sound,1,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.2,5-Mar,4,1,no sound,1,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
71,5-Mar,2,0,off reef,1,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.1,5-Mar,2,0,off reef,1,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.2,5-Mar,2,0,off reef,1,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.3,5-Mar,2,0,off reef,1,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.4,5-Mar,2,0,off reef,1,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72,5-Mar,2,0,off reef,1,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.1,5-Mar,2,0,off reef,1,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73,5-Mar,2,0,off reef,1,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.1,5-Mar,2,0,off reef,1,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.2,5-Mar,2,0,off reef,1,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.3,5-Mar,2,0,off reef,1,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.4,5-Mar,2,0,off reef,1,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74,5-Mar,2,0,off reef,1,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.1,5-Mar,2,0,off reef,1,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.2,5-Mar,2,0,off reef,1,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.3,5-Mar,2,0,off reef,1,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.4,5-Mar,2,0,off reef,1,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.1,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.2,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.3,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.4,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.5,5-Mar,2,0,off reef,1,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
76,7-Mar,5,3,vessel,1,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.1,7-Mar,5,3,vessel,1,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.2,7-Mar,5,3,vessel,1,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.3,7-Mar,5,3,vessel,1,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77,7-Mar,5,3,vessel,1,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.1,7-Mar,5,3,vessel,1,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78,7-Mar,5,3,vessel,1,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79,7-Mar,5,3,vessel,1,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.1,7-Mar,5,3,vessel,1,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.2,7-Mar,5,3,vessel,1,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.3,7-Mar,5,3,vessel,1,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.4,7-Mar,5,3,vessel,1,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80,7-Mar,5,3,vessel,1,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80.1,7-Mar,5,3,vessel,1,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80.2,7-Mar,5,3,vessel,1,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80.3,7-Mar,5,3,vessel,1,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80.4,7-Mar,5,3,vessel,1,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
81,7-Mar,1,4,reef + vessel,1,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
81.1,7-Mar,1,4,reef + vessel,1,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
81.2,7-Mar,1,4,reef + vessel,1,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
81.3,7-Mar,1,4,reef + vessel,1,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.1,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.2,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.3,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.4,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.5,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.6,7-Mar,1,4,reef + vessel,1,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83,7-Mar,1,4,reef + vessel,1,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.1,7-Mar,1,4,reef + vessel,1,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.2,7-Mar,1,4,reef + vessel,1,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84,7-Mar,1,4,reef + vessel,1,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.1,7-Mar,1,4,reef + vessel,1,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.2,7-Mar,1,4,reef + vessel,1,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85,7-Mar,1,4,reef + vessel,1,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85.1,7-Mar,1,4,reef + vessel,1,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85.2,7-Mar,1,4,reef + vessel,1,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85.3,7-Mar,1,4,reef + vessel,1,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
86,7-Mar,2,0,reef,1,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.1,7-Mar,2,0,reef,1,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.2,7-Mar,2,0,reef,1,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.3,7-Mar,2,0,reef,1,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.1,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.2,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.3,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.4,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.5,7-Mar,2,0,reef,1,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88,7-Mar,2,0,reef,1,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.1,7-Mar,2,0,reef,1,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.2,7-Mar,2,0,reef,1,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.1,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.2,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.3,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.4,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.5,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.6,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.7,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
89.8,7-Mar,2,0,reef,1,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90,7-Mar,2,0,reef,1,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.1,7-Mar,2,0,reef,1,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.2,7-Mar,2,0,reef,1,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.3,7-Mar,2,0,reef,1,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
91,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.1,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.2,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.3,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.4,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.5,7-Mar,3,1,no sound,1,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92,7-Mar,3,1,no sound,1,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.1,7-Mar,3,1,no sound,1,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.2,7-Mar,3,1,no sound,1,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.3,7-Mar,3,1,no sound,1,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93,7-Mar,3,1,no sound,1,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
93.1,7-Mar,3,1,no sound,1,3,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94,7-Mar,3,1,no sound,1,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
94.1,7-Mar,3,1,no sound,1,1,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
96,7-Mar,4,2,off reef,1,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.1,7-Mar,4,2,off reef,1,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
96.2,7-Mar,4,2,off reef,1,5,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97,7-Mar,4,2,off reef,1,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.1,7-Mar,4,2,off reef,1,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.2,7-Mar,4,2,off reef,1,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
97.3,7-Mar,4,2,off reef,1,1,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98,7-Mar,4,2,off reef,1,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.1,7-Mar,4,2,off reef,1,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
98.2,7-Mar,4,2,off reef,1,2,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99,7-Mar,4,2,off reef,1,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.1,7-Mar,4,2,off reef,1,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
99.2,7-Mar,4,2,off reef,1,3,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100,7-Mar,4,2,off reef,1,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.1,7-Mar,4,2,off reef,1,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
100.2,7-Mar,4,2,off reef,1,4,94.16900835,63.34513162,42.21448641,47.03421591,4315.770445,0.021132273,0.974654658,
110,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,1
1.11,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,1
1.21,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,1
1.31,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,1
210,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
2.11,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
2.2,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
2.3,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
