,date,tank,speaker,treatment,settled,cup_position,spl,low_freq,mid_freq,high_freq,aci,adi,aei,larvae_cup
2.4,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
2.5,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
2.6,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,2
310,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,3
3.11,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,3
3.21,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,3
3.3,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,3
3.4,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,3
410,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
4.11,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
4.21,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
4.31,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
4.4,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
4.5,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,4
510,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.11,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.2,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.3,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.4,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.5,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.6,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
5.7,3-Mar,2,4,vessel,0,NA,117.1257645,79.10317999,79.40652187,71.23761576,4155.157223,1.285624171,0.917908475,5
610,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,6
6.11,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,6
6.21,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,6
6.31,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,6
710,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.1,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.2,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.3,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.4,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.5,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.6,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.7,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
7.8,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,7
810,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.11,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.21,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.3,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.4,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.5,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
8.6,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,8
910,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,9
9.11,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,9
9.21,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,9
9.3,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,9
101,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.1,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.2,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.3,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.4,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.5,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.6,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.7,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
10.8,3-Mar,5,0,reef + vessel,0,NA,125.1402502,85.54101982,87.70814165,78.61207668,4168.419349,1.147695339,0.906697384,10
111,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,11
11.11,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,11
11.21,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,11
11.31,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,11
121,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,12
12.11,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,12
12.21,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,12
12.31,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,12
131,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
13.11,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
13.21,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
13.31,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
13.4,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
13.5,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,13
141,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,14
14.11,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,14
14.21,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,14
14.31,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,14
14.41,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,14
15,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.1,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.2,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.3,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.4,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.5,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.6,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.7,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.8,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
15.9,3-Mar,4,2,reef,0,NA,110.7654677,77.17817886,69.89926175,65.70785017,4703.756302,1.34277153,0.905104658,15
161,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,16
16.11,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,16
16.21,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,16
16.31,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,16
16.4,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,16
17,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.1,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.2,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.3,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.4,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.5,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
17.6,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,17
181,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
18.11,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
18.21,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
18.3,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
18.4,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
18.5,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,18
191,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.11,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.2,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.3,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.4,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.5,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.6,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
19.7,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,19
201,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,20
20.11,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,20
20.21,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,20
20.31,3-Mar,1,1,no sound,0,NA,94.85451187,64.83732767,24.91837811,22.33149362,4084.34769,2.99E-304,0.975,20
211,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
21.11,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
21.21,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
21.31,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
21.4,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
21.5,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,21
22,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.1,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.2,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.3,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.4,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.5,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.6,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
22.7,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,22
231,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,23
23.11,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,23
23.21,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,23
23.31,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,23
241,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.1,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.2,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.3,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.4,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.5,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
24.6,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,24
251,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.11,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.21,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.3,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.4,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.5,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
25.6,3-Mar,3,3,off reef,0,NA,106.4433428,71.49371508,62.17807532,65.27181285,4219.750103,1.357588031,0.919200572,25
261,4-Mar,3,0,vessel,0,1,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
26.11,4-Mar,3,0,vessel,0,1,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
271,4-Mar,3,0,vessel,0,4,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
291,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.11,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.2,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.3,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.4,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.5,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.6,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
29.7,4-Mar,3,0,vessel,0,2,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
301,4-Mar,3,0,vessel,0,5,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
30.11,4-Mar,3,0,vessel,0,5,129.6155766,95.53833283,90.51077128,82.57314919,4231.407698,1.134443672,0.918318177,
311,4-Mar,4,2,reef + vessel,0,5,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
31.11,4-Mar,4,2,reef + vessel,0,5,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
31.21,4-Mar,4,2,reef + vessel,0,5,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
321,4-Mar,4,2,reef + vessel,0,1,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
32.11,4-Mar,4,2,reef + vessel,0,1,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
32.21,4-Mar,4,2,reef + vessel,0,1,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
32.31,4-Mar,4,2,reef + vessel,0,1,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
331,4-Mar,4,2,reef + vessel,0,4,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
33.11,4-Mar,4,2,reef + vessel,0,4,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
341,4-Mar,4,2,reef + vessel,0,3,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
34.11,4-Mar,4,2,reef + vessel,0,3,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
351,4-Mar,4,2,reef + vessel,0,2,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
35.11,4-Mar,4,2,reef + vessel,0,2,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
35.21,4-Mar,4,2,reef + vessel,0,2,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
35.31,4-Mar,4,2,reef + vessel,0,2,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
35.41,4-Mar,4,2,reef + vessel,0,2,120.5881935,87.32180958,81.36190535,69.75058971,4371.492031,1.053787894,0.936371264,
361,4-Mar,1,3,reef,0,4,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
36.11,4-Mar,1,3,reef,0,4,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
36.21,4-Mar,1,3,reef,0,4,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
36.31,4-Mar,1,3,reef,0,4,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
371,4-Mar,1,3,reef,0,5,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
37.11,4-Mar,1,3,reef,0,5,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
37.21,4-Mar,1,3,reef,0,5,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
37.31,4-Mar,1,3,reef,0,5,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
391,4-Mar,1,3,reef,0,3,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
39.11,4-Mar,1,3,reef,0,3,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
39.21,4-Mar,1,3,reef,0,3,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
401,4-Mar,1,3,reef,0,1,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
40.11,4-Mar,1,3,reef,0,1,109.0365197,72.26364369,66.2108798,68.33548155,4560.105861,1.890149465,0.829882072,
411,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
41.11,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
41.21,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
41.31,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
41.4,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
41.5,4-Mar,2,1,no sound,0,2,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
421,4-Mar,2,1,no sound,0,3,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
42.11,4-Mar,2,1,no sound,0,3,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
42.21,4-Mar,2,1,no sound,0,3,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
42.31,4-Mar,2,1,no sound,0,3,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
431,4-Mar,2,1,no sound,0,1,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
43.11,4-Mar,2,1,no sound,0,1,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
43.2,4-Mar,2,1,no sound,0,1,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
43.3,4-Mar,2,1,no sound,0,1,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
441,4-Mar,2,1,no sound,0,4,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
44.11,4-Mar,2,1,no sound,0,4,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
451,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
45.11,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
45.21,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
45.31,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
45.4,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
45.5,4-Mar,2,1,no sound,0,5,103.2605878,73.24744395,32.33826853,26.97637084,4113.66092,2.99E-304,0.975,
